"Name","LogicProjectile","ParentProjectileForSkin","Disabled","FileName","BlueSCW","RedSCW","BlueExportName","RedExportName","ShadowExportName","BlueGroundGlowExportName","RedGroundGlowExportName","PreExplosionExportFileName","PreExplosionBlueExportName","PreExplosionRedExportName","PreExplosionScale","HitEffectEnv","HitEffectChar","MaxRangeReachedEffect","CancelEffect","HideTime","Scale","RandomStartFrame","StatusEffectAlly","StatusEffectEnemy","StatusEffectSelfOnHit","SpawnAreaEffectObject","SpawnAreaEffectObject2","SpawnAreaEffectObjectsAdditional","SpawnItem","SpawnAreaEffectTrail","TrailEffect","SpecialTrailEffect","SpecialTrailEffect2","TrailBehaviorType","TargetedToSourceEffect","TargetedToSourceEffectOnTarget","Rendering","ChainBullet","AnimateByDistanceTravelled","SpecialVisualState","HideFaster","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","GroundBasis","AppliedEffectVisualType","VisualizeEndPoint","CustomObject","CustomObject2","OnCreateAreaEffect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret006Proj","TurretElecProj","TurretElecProj","","sc/effects_brawler.sc","","","jessie_006_turret_projectile","jessie_005_atk1_projectile_red","shadow_normal_circle_big","","","","","","","jessie_005_turretSP_end","jessie_006_turret_hit","jessie_005_turretSP_end","","0","80","","","","","","","","","","","","","","","","","Turret005Proj2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret006Proj2","TurretElecProj2","TurretElecProj2","","sc/effects_brawler.sc","","","jessie_006_turret_projectile","jessie_005_atk2_projectile_red","shadow_normal_circle_big","","","","","","","jessie_005_turretSP_end","jessie_006_turret_hit","jessie_005_turretSP_end","","0","80","","","","","","","","","","","","","","","","","Turret005Proj3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret006Proj3","TurretElecProj3","TurretElecProj3","","sc/effects_brawler.sc","","","jessie_006_turret_projectile","jessie_005_atk3_projectile_red","shadow_normal_circle_big","","","","","","","jessie_005_turretSP_end","jessie_006_turret_hit","jessie_005_turretSP_end","","0","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie007Projectile1","MechanicProjectile1","MechanicProjectile1","","sc/effects_brawler.sc","","","jessie_007_atk_projectile","jessie_007_atk_projectile_red","shadow_normal_circle_big","","","","","","","jessie_007_atk_hit","jessie_007_atk_hit","jessie_007_atk_reached","","0","50","2","","","","","","","","","jessie_007_atk_trail","","","","","","","Jessie007Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie007Projectile2","MechanicProjectile2","MechanicProjectile2","","sc/effects_brawler.sc","","","jessie_007_atk_projectile","jessie_007_atk_projectile_red","shadow_normal_circle_big","","","","","","","jessie_007_atk_hit","jessie_007_atk_hit","jessie_007_atk_reached","","0","50","2","","","","","","","","","jessie_007_atk_trail","","","","","","","Jessie007Projectile3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie007Projectile3","MechanicProjectile3","MechanicProjectile3","","sc/effects_brawler.sc","","","jessie_007_atk_projectile","jessie_007_atk_projectile_red","shadow_normal_circle_big","","","","","","","jessie_007_atk_hit","jessie_007_atk_hit","jessie_007_atk_reached","","0","50","2","","","","","","","","","jessie_007_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie007UltiProjectile","MechanicUltiProjectile","MechanicUltiProjectile","","sc/effects_brawler.sc","","","jessie_007_ulti_projectile","jessie_007_ulti_projectile_red","shadow_normal_circle_big","","","","","","","Gen_hit","Gen_hit","","","0","50","","","","","","","","","","jessie_007_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JessieTurret007Projectile","MechanicTurretProjectile","MechanicTurretProjectile","","sc/effects_brawler.sc","","","jessie_007_turret_projectile","jessie_007_turret_projectile_red","shadow_normal_circle","","","","","","","jessie_007_turret_hit","jessie_007_turret_hit","jessie_007_turret_atk_reached","","0","50","2","","","","","","","","","jessie_007_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret007Proj","TurretElecProj","TurretElecProj","","sc/effects_brawler.sc","","","jessie_007_turret_projectile","jessie_007_turret_projectile_red","shadow_normal_circle","","","","","","","jessie_005_turretSP_end","jessie_007_turret_hit","jessie_005_turretSP_end","","0","50","2","","","","","","","","","jessie_007_turret_atk_trail","","","","","","","Turret007Proj2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret007Proj2","TurretElecProj2","TurretElecProj2","","sc/effects_brawler.sc","","","jessie_007_turret_projectile","jessie_007_turret_projectile_red","shadow_normal_circle","","","","","","","jessie_005_turretSP_end","jessie_007_turret_hit","jessie_005_turretSP_end","","0","50","2","","","","","","","","","jessie_007_turret_atk_trail","","","","","","","Turret007Proj3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret007Proj3","TurretElecProj3","TurretElecProj3","","sc/effects_brawler.sc","","","jessie_007_turret_projectile","jessie_007_turret_projectile_red","shadow_normal_circle","","","","","","","jessie_005_turretSP_end","jessie_007_turret_hit","jessie_005_turretSP_end","","0","50","2","","","","","","","","","jessie_007_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie008Projectile1","MechanicProjectile1","MechanicProjectile1","","sc/effects_brawler.sc","","","jessie_008_atk_projectile","jessie_008_atk_projectile_red","shadow_normal_circle_big","","","","","","","jessie_008_atk_env","jessie_008_atk_hit","jessie_008_atk_reached","","0","50","","","","","","","","","","jessie_008_atk_trail","","","","","","","Jessie008Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie008Projectile2","MechanicProjectile2","MechanicProjectile2","","sc/effects_brawler.sc","","","jessie_008_atk_projectile","jessie_008_atk_projectile_red","shadow_normal_circle_big","","","","","","","jessie_008_atk_env","jessie_008_atk_hit","jessie_008_atk_reached","","0","50","","","","","","","","","","jessie_008_atk_trail","","","","","","","Jessie008Projectile3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie008Projectile3","MechanicProjectile3","MechanicProjectile3","","sc/effects_brawler.sc","","","jessie_008_atk_projectile","jessie_008_atk_projectile_red","shadow_normal_circle_big","","","","","","","jessie_008_atk_env","jessie_008_atk_hit","jessie_008_atk_reached","","0","50","","","","","","","","","","jessie_008_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie008UltiProjectile","MechanicUltiProjectile","MechanicUltiProjectile","","sc/effects_brawler.sc","","","jessie_008_ulti_projectile","jessie_008_ulti_projectile_red","shadow_normal_circle_big","","","","","","","Gen_hit","Gen_hit","","","0","50","","","","","","","","","","jessie_008_ulti_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JessieTurret008Projectile","MechanicTurretProjectile","MechanicTurretProjectile","","sc/effects_brawler.sc","","","jessie_008_turret_projectile","jessie_008_turret_projectile_red","shadow_normal_circle","","","","","","","jessie_008_turret_hit","jessie_008_turret_hit","jessie_008_turret_hit_end","","0","50","2","","","","","","","","","jessie_008_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret008Proj","TurretElecProj","TurretElecProj","","sc/effects_brawler.sc","","","jessie_008_turret_projectile","jessie_008_turret_projectile_red","shadow_normal_circle","","","","","","","jessie_005_turretSP_end","jessie_008_turret_hit","jessie_005_turretSP_end","","0","50","2","","","","","","","","","jessie_008_turret_atk_trail","","","","","","","Turret008Proj2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret008Proj2","TurretElecProj2","TurretElecProj2","","sc/effects_brawler.sc","","","jessie_008_turret_projectile","jessie_008_turret_projectile_red","shadow_normal_circle","","","","","","","jessie_005_turretSP_end","jessie_008_turret_hit","jessie_005_turretSP_end","","0","50","2","","","","","","","","","jessie_008_turret_atk_trail","","","","","","","Turret008Proj3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turret008Proj3","TurretElecProj3","TurretElecProj3","","sc/effects_brawler.sc","","","jessie_008_turret_projectile","jessie_008_turret_projectile_red","shadow_normal_circle","","","","","","","jessie_005_turretSP_end","jessie_008_turret_hit","jessie_005_turretSP_end","","0","50","2","","","","","","","","","jessie_008_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie009Projectile1","MechanicProjectile1","MechanicProjectile1","","sc/effects_brawler.sc","","","jessie_009_atk_projectile","jessie_009_atk_projectile_red","shadow_normal_circle_big","","","","","","","jessie_009_atk_env","jessie_009_atk_hit","jessie_009_atk_reached","","0","50","","","","","","","","","","jessie_009_atk_trail","","","","","","","Jessie009Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie009Projectile2","MechanicProjectile2","MechanicProjectile2","","sc/effects_brawler.sc","","","jessie_009_atk_projectile_2","jessie_009_atk_projectile_2_red","shadow_normal_circle_big","","","","","","","jessie_009_atk_env","jessie_009_atk_hit","jessie_009_atk_reached","","0","50","","","","","","","","","","","","","","","","","Jessie009Projectile3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie009Projectile3","MechanicProjectile3","MechanicProjectile3","","sc/effects_brawler.sc","","","jessie_009_atk_projectile_2","jessie_009_atk_projectile_2_red","shadow_normal_circle_big","","","","","","","jessie_009_atk_env","jessie_009_atk_hit","jessie_009_atk_reached","","0","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie009UltiProjectile","MechanicUltiProjectile","MechanicUltiProjectile","","sc/effects_brawler.sc","","","jessie_009_ulti_projectile","jessie_009_ulti_projectile_red","shadow_normal_circle_big","","","","","","","Gen_hit","Gen_hit","","","0","50","","","","","","","","","","jessie_009_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JessieTurret009Projectile","MechanicTurretProjectile","MechanicTurretProjectile","","sc/effects_brawler.sc","","","jessie_009_turret_projectile","jessie_009_turret_projectile_red","jessie_009_turret_shadow","","","","","","","jessie_009_turretSP_end","jessie_009_turret_hit","jessie_009_turretSP_end","","0","50","2","","","","","","","","","jessie_009_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie010Projectile1","MechanicProjectile1","MechanicProjectile1","","sc/effects_brawler_jessie.sc","","","jessie_010_atk_projectile","jessie_010_atk_projectile_red","shadow_normal_circle_big","","","","","","","jessie_010_atk_env","jessie_010_atk_hit","jessie_010_atk_reached","","0","50","","","","","","","","","","jessie_010_atk_trail","","","","","","","Jessie010Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie010Projectile2","MechanicProjectile2","MechanicProjectile2","","sc/effects_brawler_jessie.sc","","","jessie_010_atk_projectile_2","jessie_010_atk_projectile_2_red","shadow_normal_circle_big","","","","","","","jessie_010_atk_env","jessie_010_atk_hit","jessie_010_atk_reached","","0","50","","","","","","","","","","jessie_010_atk_trail","","","","","","","Jessie010Projectile3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
